FID	IID	HD_BLUP
yangzhou_199_75	yangzhou_199_75	97.8389854639316
yangzhou_199_76	yangzhou_199_76	102.962655648257
yangzhou_199_77	yangzhou_199_77	98.5001041973929
yangzhou_199_78	yangzhou_199_78	101.475138497969
yangzhou_199_79	yangzhou_199_79	97.9216253056143
yangzhou_199_80	yangzhou_199_80	93.9549129048465
yangzhou_199_81	yangzhou_199_81	94.4507519549425
yangzhou_199_8	yangzhou_199_8	86.7652466784549
yangzhou_199_82	yangzhou_199_82	87.5090052535989
yangzhou_199_83	yangzhou_199_83	90.1534801874441
yangzhou_199_84	yangzhou_199_84	100.400820556094
yangzhou_199_85	yangzhou_199_85	86.021488103311
yangzhou_199_86	yangzhou_199_86	86.5999669950896
yangzhou_199_87	yangzhou_199_87	93.3764340130679
yangzhou_199_88	yangzhou_199_88	93.4590738547506
yangzhou_199_89	yangzhou_199_89	97.6737057805663
yangzhou_199_90	yangzhou_199_90	86.9305263618203
yangzhou_199_91	yangzhou_199_91	100.979299447873
yangzhou_199_9	yangzhou_199_9	86.517327153407
yangzhou_199_92	yangzhou_199_92	95.2771503717691
yangzhou_199_93	yangzhou_199_93	95.1945105300864
yangzhou_199_94	yangzhou_199_94	103.210575173305
yangzhou_199_95	yangzhou_199_95	99.4091424559022
yangzhou_199_96	yangzhou_199_96	97.0952268887877
yangzhou_199_97	yangzhou_199_97	92.3021160711933
yangzhou_199_98	yangzhou_199_98	94.4507519549425
yangzhou_199_99	yangzhou_199_99	88.2527638287429
yangzhou_226_100	yangzhou_226_100	107.755766465851
yangzhou_226_101	yangzhou_226_101	106.020329790515
yangzhou_226_10	yangzhou_226_10	77.3443047266315
yangzhou_226_102	yangzhou_226_102	101.392498656286
yangzhou_226_103	yangzhou_226_103	104.119613431814
yangzhou_226_104	yangzhou_226_104	101.309858814603
yangzhou_226_105	yangzhou_226_105	99.7397018226328
yangzhou_226_106	yangzhou_226_106	102.714736123209
yangzhou_226_107	yangzhou_226_107	102.714736123209
yangzhou_226_108	yangzhou_226_108	96.764667522057
yangzhou_226_109	yangzhou_226_109	103.458494698353
yangzhou_226_110	yangzhou_226_110	101.557778339651
yangzhou_226_111	yangzhou_226_111	100.235540872729
yangzhou_226_11	yangzhou_226_11	79.2450210853328
yangzhou_226_112	yangzhou_226_112	99.1612229308542
yangzhou_226_113	yangzhou_226_113	95.7729894218651
yangzhou_226_114	yangzhou_226_114	102.13625723143
yangzhou_226_115	yangzhou_226_115	103.127935331622
yangzhou_226_116	yangzhou_226_116	108.086325832582
yangzhou_226_117	yangzhou_226_117	98.9133034058062
yangzhou_226_118	yangzhou_226_118	101.723058023017
yangzhou_226_119	yangzhou_226_119	104.698092323593
yangzhou_226_1	yangzhou_226_1	77.0137453599009
yangzhou_226_120	yangzhou_226_120	104.863372006958
yangzhou_226_121	yangzhou_226_121	103.623774381718
yangzhou_226_12	yangzhou_226_12	77.9227836184102
yangzhou_226_122	yangzhou_226_122	104.450172798545
yangzhou_226_123	yangzhou_226_123	108.830084407726
yangzhou_226_124	yangzhou_226_124	99.8223416643155
yangzhou_226_125	yangzhou_226_125	91.4757176543667
yangzhou_226_126	yangzhou_226_126	104.036973590131
yangzhou_226_127	yangzhou_226_127	102.880015806574
yangzhou_226_128	yangzhou_226_128	103.045295489939
yangzhou_226_129	yangzhou_226_129	97.0952268887877
yangzhou_226_130	yangzhou_226_130	103.789054065083
yangzhou_226_131	yangzhou_226_131	102.301536914795
yangzhou_226_13	yangzhou_226_13	78.8318218769194
yangzhou_226_132	yangzhou_226_132	102.13625723143
yangzhou_226_133	yangzhou_226_133	103.045295489939
yangzhou_226_134	yangzhou_226_134	106.516168840611
yangzhou_226_135	yangzhou_226_135	105.689770423784
yangzhou_226_136	yangzhou_226_136	106.433528998928
yangzhou_226_137	yangzhou_226_137	103.623774381718
yangzhou_226_138	yangzhou_226_138	102.301536914795
yangzhou_226_139	yangzhou_226_139	106.433528998928
yangzhou_226_140	yangzhou_226_140	106.681448523976
yangzhou_226_141	yangzhou_226_141	104.202253273497
yangzhou_226_14	yangzhou_226_14	77.0137453599009
yangzhou_226_142	yangzhou_226_142	103.37585485667
yangzhou_226_143	yangzhou_226_143	105.772410265467
yangzhou_226_144	yangzhou_226_144	102.301536914795
yangzhou_226_145	yangzhou_226_145	94.6160316383078
yangzhou_226_146	yangzhou_226_146	104.284893115179
yangzhou_226_147	yangzhou_226_147	98.5001041973929
yangzhou_226_148	yangzhou_226_148	97.012587047105
yangzhou_226_149	yangzhou_226_149	100.235540872729
yangzhou_226_150	yangzhou_226_150	95.5250698968171
yangzhou_226_151	yangzhou_226_151	102.797375964891
yangzhou_226_15	yangzhou_226_15	78.9971015602847
yangzhou_226_152	yangzhou_226_152	100.400820556094
yangzhou_226_153	yangzhou_226_153	103.210575173305
yangzhou_226_154	yangzhou_226_154	99.3265026142195
yangzhou_226_155	yangzhou_226_155	100.979299447873
yangzhou_226_156	yangzhou_226_156	96.8473073637397
yangzhou_226_157	yangzhou_226_157	98.0042651472969
yangzhou_226_158	yangzhou_226_158	96.1861886302784
yangzhou_226_159	yangzhou_226_159	104.698092323593
yangzhou_226_160	yangzhou_226_160	98.0869049889796
yangzhou_226_161	yangzhou_226_161	96.6820276803743
yangzhou_226_16	yangzhou_226_16	86.3520474700417
yangzhou_226_162	yangzhou_226_162	91.7236371794147
yangzhou_226_163	yangzhou_226_163	98.7480237224409
yangzhou_226_164	yangzhou_226_164	88.5833231954735
yangzhou_226_165	yangzhou_226_165	91.393077812684
yangzhou_226_166	yangzhou_226_166	102.642216172225
yangzhou_226_167	yangzhou_226_167	103.871693906766
yangzhou_226_168	yangzhou_226_168	94.6986714799905
yangzhou_226_169	yangzhou_226_169	97.3431464138356
yangzhou_226_170	yangzhou_226_170	93.2937941713852
yangzhou_226_171	yangzhou_226_171	95.6077097384998
yangzhou_226_17	yangzhou_226_17	80.7325382356206
yangzhou_226_172	yangzhou_226_172	92.7979551212892
yangzhou_226_173	yangzhou_226_173	93.2111543297026
yangzhou_226_174	yangzhou_226_174	90.8145989209054
yangzhou_226_175	yangzhou_226_175	95.6903495801824
yangzhou_226_176	yangzhou_226_176	96.5993878386917
yangzhou_226_177	yangzhou_226_177	96.3514683136437
yangzhou_226_178	yangzhou_226_178	94.7813113216731
yangzhou_226_179	yangzhou_226_179	96.764667522057
yangzhou_226_180	yangzhou_226_180	79.2450210853327
yangzhou_226_18	yangzhou_226_18	88.0048443036949
yangzhou_226_182	yangzhou_226_182	89.3270817706175
yangzhou_226_183	yangzhou_226_183	95.4424300551344
yangzhou_226_184	yangzhou_226_184	98.6653838807582
yangzhou_226_185	yangzhou_226_185	97.5910659388836
yangzhou_226_186	yangzhou_226_186	99.4091424559022
yangzhou_226_187	yangzhou_226_187	94.5510917916258
yangzhou_226_188	yangzhou_226_188	96.764667522057
yangzhou_226_189	yangzhou_226_189	97.4257862555183
yangzhou_226_190	yangzhou_226_190	100.979299447873
yangzhou_226_191	yangzhou_226_191	97.012587047105
yangzhou_226_19	yangzhou_226_19	88.0874841453775
yangzhou_226_192	yangzhou_226_192	100.648740081142
yangzhou_226_193	yangzhou_226_193	99.1612229308542
yangzhou_226_194	yangzhou_226_194	89.5750012956654
yangzhou_226_195	yangzhou_226_195	103.871693906766
yangzhou_226_196	yangzhou_226_196	101.309858814603
yangzhou_226_197	yangzhou_226_197	85.8562084199457
yangzhou_226_198	yangzhou_226_198	94.4520887602681
yangzhou_226_199	yangzhou_226_199	93.9549129048465
yangzhou_226_200	yangzhou_226_200	84.4513311113404
yangzhou_226_201	yangzhou_226_201	98.8306635641236
yangzhou_226_20	yangzhou_226_20	88.9965224038868
yangzhou_226_202	yangzhou_226_202	90.5666793958574
yangzhou_226_203	yangzhou_226_203	91.145158287636
yangzhou_226_204	yangzhou_226_204	102.632096281526
yangzhou_226_205	yangzhou_226_205	93.3764340130679
yangzhou_226_206	yangzhou_226_206	96.0209089469131
yangzhou_226_207	yangzhou_226_207	95.5250698968171
yangzhou_226_208	yangzhou_226_208	89.5750012956654
yangzhou_226_209	yangzhou_226_209	89.0791622455695
yangzhou_226_210	yangzhou_226_210	92.4673957545586
yangzhou_226_211	yangzhou_226_211	102.632096281526
yangzhou_226_21	yangzhou_226_21	77.5095844099968
yangzhou_226_212	yangzhou_226_212	105.980233433884
yangzhou_226_213	yangzhou_226_213	107.42520709912
yangzhou_226_214	yangzhou_226_214	97.260506572153
yangzhou_226_215	yangzhou_226_215	98.4174643557102
yangzhou_226_216	yangzhou_226_216	103.789054065083
yangzhou_226_217	yangzhou_226_217	98.0869049889796
yangzhou_226_218	yangzhou_226_218	102.384176756478
yangzhou_226_219	yangzhou_226_219	97.3431464138356
yangzhou_226_2	yangzhou_226_2	76.9311055182182
yangzhou_226_220	yangzhou_226_220	100.89665960619
yangzhou_226_221	yangzhou_226_221	98.1695448306623
yangzhou_226_22	yangzhou_226_22	76.1873469430743
yangzhou_226_222	yangzhou_226_222	91.3104379710013
yangzhou_226_223	yangzhou_226_223	88.6659630371562
yangzhou_226_224	yangzhou_226_224	100.731379922825
yangzhou_226_225	yangzhou_226_225	95.2771503717691
yangzhou_226_226	yangzhou_226_226	80.649898393938
yangzhou_226_23	yangzhou_226_23	81.7242163358126
yangzhou_226_24	yangzhou_226_24	75.6915078929783
yangzhou_226_25	yangzhou_226_25	91.0625184459534
yangzhou_226_26	yangzhou_226_26	89.4923614539828
yangzhou_226_27	yangzhou_226_27	84.2860514279751
yangzhou_226_28	yangzhou_226_28	91.8062770210973
yangzhou_226_29	yangzhou_226_29	88.9138825622041
yangzhou_226_30	yangzhou_226_30	80.7325382356206
yangzhou_226_31	yangzhou_226_31	90.7319590792227
yangzhou_226_3	yangzhou_226_3	81.145737444034
yangzhou_226_32	yangzhou_226_32	77.6748640933622
yangzhou_226_33	yangzhou_226_33	80.2366991855247
yangzhou_226_34	yangzhou_226_34	91.7236371794147
yangzhou_226_35	yangzhou_226_35	83.1290936444178
yangzhou_226_36	yangzhou_226_36	91.0625184459534
yangzhou_226_37	yangzhou_226_37	94.3681121132598
yangzhou_226_38	yangzhou_226_38	95.6903495801824
yangzhou_226_39	yangzhou_226_39	95.1118706884038
yangzhou_226_40	yangzhou_226_40	99.7397018226328
yangzhou_226_41	yangzhou_226_41	92.9632348046546
yangzhou_226_4	yangzhou_226_4	78.0880633017755
yangzhou_226_42	yangzhou_226_42	96.3514683136437
yangzhou_226_43	yangzhou_226_43	93.5417136964332
yangzhou_226_44	yangzhou_226_44	88.5833231954735
yangzhou_226_45	yangzhou_226_45	96.4341081553264
yangzhou_226_46	yangzhou_226_46	98.3348245140276
yangzhou_226_47	yangzhou_226_47	96.8473073637397
yangzhou_226_48	yangzhou_226_48	95.6077097384998
yangzhou_226_49	yangzhou_226_49	99.4917822975848
yangzhou_226_50	yangzhou_226_50	98.1695448306623
yangzhou_226_51	yangzhou_226_51	94.6160316383078
yangzhou_226_5	yangzhou_226_5	95.1118706884038
yangzhou_226_53	yangzhou_226_53	97.5910659388836
yangzhou_226_54	yangzhou_226_54	103.37585485667
yangzhou_226_55	yangzhou_226_55	108.33424535763
yangzhou_226_56	yangzhou_226_56	106.18560947388
yangzhou_226_57	yangzhou_226_57	100.89665960619
yangzhou_226_58	yangzhou_226_58	100.400820556094
yangzhou_226_59	yangzhou_226_59	108.33424535763
yangzhou_226_60	yangzhou_226_60	102.13625723143
yangzhou_226_61	yangzhou_226_61	102.797375964891
yangzhou_226_6	yangzhou_226_6	98.4174643557102
yangzhou_226_62	yangzhou_226_62	102.962655648257
yangzhou_226_63	yangzhou_226_63	101.392498656286
yangzhou_226_64	yangzhou_226_64	105.85505010715
yangzhou_226_65	yangzhou_226_65	108.33424535763
yangzhou_226_66	yangzhou_226_66	106.516168840611
yangzhou_226_67	yangzhou_226_67	99.4917822975849
yangzhou_226_68	yangzhou_226_68	97.260506572153
yangzhou_226_69	yangzhou_226_69	98.8306635641236
yangzhou_226_70	yangzhou_226_70	105.111291532006
yangzhou_226_71	yangzhou_226_71	97.508426097201
yangzhou_226_7	yangzhou_226_7	91.8062770210973
yangzhou_226_72	yangzhou_226_72	105.111291532006
yangzhou_226_73	yangzhou_226_73	95.4424300551344
yangzhou_226_74	yangzhou_226_74	104.532812640227
yangzhou_226_75	yangzhou_226_75	100.733072771928
yangzhou_226_76	yangzhou_226_76	101.392498656286
yangzhou_226_77	yangzhou_226_77	95.1945105300864
yangzhou_226_78	yangzhou_226_78	98.9133034058062
yangzhou_226_79	yangzhou_226_79	100.152901031046
yangzhou_226_80	yangzhou_226_80	94.4507519549425
yangzhou_226_81	yangzhou_226_81	101.557778339651
yangzhou_226_8	yangzhou_226_8	95.5250698968171
yangzhou_226_82	yangzhou_226_82	99.2438627725368
yangzhou_226_83	yangzhou_226_83	99.5744221392675
yangzhou_226_84	yangzhou_226_84	109.243283616139
yangzhou_226_85	yangzhou_226_85	103.293215014987
yangzhou_226_86	yangzhou_226_86	105.359211057054
yangzhou_226_87	yangzhou_226_87	97.8389854639316
yangzhou_226_88	yangzhou_226_88	104.202253273497
yangzhou_226_89	yangzhou_226_89	100.731379922825
yangzhou_226_90	yangzhou_226_90	107.507846940803
yangzhou_226_91	yangzhou_226_91	103.293215014987
yangzhou_226_9	yangzhou_226_9	75.8567875763436
yangzhou_226_92	yangzhou_226_92	100.814019764507
yangzhou_226_93	yangzhou_226_93	103.293215014987
yangzhou_226_94	yangzhou_226_94	100.89665960619
yangzhou_226_95	yangzhou_226_95	107.259927415755
yangzhou_226_96	yangzhou_226_96	101.557778339651
yangzhou_226_97	yangzhou_226_97	103.871693906766
yangzhou_226_98	yangzhou_226_98	98.0042651472969
yangzhou_226_99	yangzhou_226_99	100.979299447873
YCX333	YCX333	101.579901598916
YCX334	YCX334	105.022129077395
YCX335	YCX335	107.153031802168
YCX336	YCX336	93.8758686708904
YCX337	YCX337	99.4489988741426
YCX338	YCX338	101.907732787342
YCX339	YCX339	96.9902649609431
YCX340	YCX340	100.268576845209
YCX341	YCX341	98.6294209030761
YCX342	YCX342	98.3015897146495
YCX343	YCX343	102.399479569982
YCX344	YCX344	NA
YCX345	YCX345	96.1706869898766
YCX346	YCX346	94.5315310477436
YCX347	YCX347	99.121167685716
YCX348	YCX348	95.5150246130234
YCX349	YCX349	94.203699859317
YCX350	YCX350	83.2213550470258
YCX351	YCX351	89.9418944097711
YCX352	YCX352	84.5326798007322
YCX353	YCX353	87.9749072792115
YCX354	YCX354	80.106958756973
YCX355	YCX355	93.3841218882505
YCX356	YCX356	95.3511090188101
YCX357	YCX357	92.7284595113973
YCX358	YCX358	96.3346025840899
YCX359	YCX359	93.2202062940372
YCX360	YCX360	98.1376741204362
YCX361	YCX361	103.219057541049
YCX362	YCX362	101.252070410489
YCX363	YCX363	94.6954466419569
YCX364	YCX364	95.0232778303835
YCX365	YCX365	99.2850832799293
YCX366	YCX366	104.858213483182
YCX367	YCX367	96.4985181783032
YCX368	YCX368	106.497369425315
YCX369	YCX369	88.794485250278
YCX370	YCX370	97.6459273377963
YCX371	YCX371	97.9737585262229
YCX372	YCX372	98.6294209030761
YCX373	YCX373	102.399479569982
YCX374	YCX374	111.74266844014
YCX375	YCX375	93.8758686708904
YCX376	YCX376	99.6129144683559
YCX377	YCX377	107.153031802168
YCX378	YCX378	102.563395164195
YCX379	YCX379	95.3511090188101
YCX380	YCX380	94.8593622361702
YCX381	YCX381	101.252070410489
YCX382	YCX382	99.9407456567826
YCX383	YCX383	101.907732787342
YCX384	YCX384	96.6624337725165
YCX385	YCX385	97.482011743583
YCX386	YCX386	97.8098429320096
YCX387	YCX387	101.907732787342
YCX388	YCX388	100.432492439422
YCX389	YCX389	100.268576845209
YCX390	YCX390	98.6294209030761
YCX391	YCX391	99.4489988741426
YCX392	YCX392	98.1376741204362
YCX393	YCX393	105.186044671608
YD12	YD12	99.8223416643155
